0;2500;2500;
1;2500;2500;
2;2500;2148;
3;2500;2148;
4;2500;2500;
5;2347;2250;
6;2347;2000;
7;2500;2000;
8;2500;2000;
9;2500;2000;
10;2500;2000;
11;2500;2000;
12;2248;2000;
13;2248;2000;
14;2500;2000;
15;2500;2000;
16;2500;2000;
17;2500;2000;
18;2500;2000;
19;2500;2000;
20;2374;2000;
21;2374;2000;
22;2500;2000;
23;2500;2000;
24;2337;2000;
25;2337;2000;
26;2500;2000;
27;2500;2000;
28;2500;2000;
29;2391;2000;
30;2391;2000;
31;2500;2000;
32;2500;2000;
33;2500;2000;
34;2500;2000;
35;2500;2000;
36;2500;2000;
37;2500;2000;
38;2500;2000;
39;2500;2000;
40;2500;2000;
41;2500;2000;
42;2500;2000;
43;2500;2000;
44;2500;2000;
45;2500;2000;
46;2500;2000;
47;2500;2000;
48;2500;2000;
49;2500;2000;
50;2320;2000;
51;2320;2000;
52;2500;2000;
53;2360;2000;
54;2360;2000;
55;2500;2000;
56;2500;2000;
57;2500;2000;
58;2500;2000;
59;2500;2000;
60;2500;2000;
61;2500;2000;
62;2500;2000;
63;2500;2000;
64;2500;2000;
65;2500;2000;
66;2500;2000;
67;2500;2000;
68;2500;2000;
69;2500;2000;
70;2500;2000;
71;2500;2000;
72;2500;2000;
73;2500;2000;
74;2500;2000;
75;2500;2000;
76;2500;2000;
77;2500;2000;
78;2500;2000;
79;2500;2000;
80;2500;2000;
81;2160;2000;
82;2160;2000;
83;2500;2000;
84;2500;2000;
85;2500;2000;
86;2500;2000;
87;2500;2000;
88;2500;2000;
89;2500;2000;
90;2500;2000;
91;2500;2000;
92;2500;2000;
93;1286;2000;
94;1173;2000;
95;2387;2000;
96;2335;2000;
97;2335;2000;
98;2500;2000;
99;2500;2000;
100;2500;2000;
101;1250;2000;
102;1250;2000;
103;2500;2000;
104;2500;2000;
105;2500;2000;
106;2500;2000;
107;2500;2000;
108;2500;2000;
109;2358;2000;
110;2358;2000;
111;2500;2000;
112;2500;2000;
113;2500;2000;
114;2500;2000;
115;2500;2000;
116;2500;2000;
117;2500;2000;
118;2500;2000;
119;2500;2000;
120;2500;2000;
121;2500;2000;
122;1359;2000;
123;1245;2000;
124;2386;2000;
125;2500;2000;
126;2500;2000;
127;2500;2000;
128;2500;2000;
129;2500;2000;
130;2500;2000;
131;2500;2000;
132;2354;2000;
133;2354;2000;
134;2500;2000;
135;2500;2000;
136;2500;2000;
137;2500;2000;
138;2500;2000;
139;2500;2000;
140;2500;2000;
141;2500;2000;
142;2500;2000;
143;2500;2000;
144;2500;2000;
145;2500;2000;
146;2500;2000;
147;2500;2000;
148;2500;2000;
149;2500;2000;
150;2500;2000;
151;2500;2000;
152;2350;2000;
153;2350;2000;
154;2500;2000;
155;1250;2000;
156;1250;2000;
157;2500;2000;
158;2500;2000;
159;2500;2000;
160;2500;2000;
161;2500;2000;
162;2500;2000;
163;2500;2000;
164;2500;2000;
165;2500;2000;
166;2500;2000;
167;2500;2000;
168;2500;2000;
169;2500;2000;
170;2500;2000;
171;2500;2000;
172;2500;2000;
173;2334;2000;
174;2334;2000;
175;2500;2000;
176;2367;2000;
177;2367;2000;
178;2231;2000;
179;2231;2000;
180;2500;2000;
181;2500;2000;
182;2500;2000;
183;2500;2000;
184;2500;2000;
185;2364;2000;
186;1296;2000;
187;1432;2000;
188;2500;2000;
189;2500;2000;
190;2500;2000;
191;2500;2000;
192;2500;2000;
193;2500;2000;
194;2500;2000;
195;2500;2000;
196;2500;2000;
197;2500;1469;
198;2500;929;
199;2500;909;
200;2500;910;
201;2500;939;
202;2500;931;
203;2500;912;
204;2500;918;
205;2500;931;
206;2500;951;
207;2341;906;
208;2341;869;
209;2500;891;
210;2500;949;
211;2179;999;
212;2179;965;
213;2500;949;
214;2500;966;
215;2500;960;
216;2500;974;
217;2500;995;
218;2500;1011;
219;2500;1005;
220;2500;990;
221;2500;997;
222;2500;997;
223;2500;1039;
224;2500;1082;
225;2500;1134;
226;2500;1186;
227;2500;1238;
228;1250;1292;
229;1250;1293;
230;2500;1293;
231;2500;1265;
232;2351;1290;
233;2351;1385;
234;2500;1368;
235;2500;1391;
236;2500;1473;
237;2500;1422;
238;2500;1371;
239;2500;1347;
240;2387;1323;
241;2387;1326;
242;2500;1304;
243;2500;1279;
244;2500;1279;
245;2500;1279;
246;2500;1279;
247;2500;1287;
248;2500;1296;
249;2500;1296;
250;2500;1453;
251;2500;1547;
252;2368;1460;
253;2368;1438;
254;2500;1438;
255;2500;1438;
256;2500;1438;
257;2382;1719;
258;2382;2000;
259;2500;2000;
260;2500;2000;
261;2500;2000;
262;2500;2000;
263;2500;2000;
264;2334;2000;
265;2334;2000;
266;2500;2000;
267;2500;2000;
268;2500;2000;
269;2500;2000;
270;2363;2000;
271;2363;2000;
272;2376;2000;
273;2376;2000;
274;1250;2000;
275;1250;2000;
